task,duration,hours,confidence,interest,severity,years of experience,team size,,,,,
HR Portal - Employees-Details-Actions- File Personal Change Notice: Add a tooltip message to wage and allowance input fields.,5503625.199,8.0,5.0,5.0,1,0.785763175906913,35,,,,,
Timelog Issue: Implement add time functionallity on Timelog Issue Copy,8627532.631,4.0,8.0,8.0,1,3.8193018480492800,19,,,,,
Research Taking Screenshots When User Is Redirected To App Via Pop-Up Copy Copy Copy,6180000.0,4.0,5.0,5.0,1,1.73305954825462,19,,,,,
Delete Deprecated Endpoints(frontend) Copy,6542503.023,4.0,5.0,5.0,1,1.73305954825462,19,,,,,
Delete Deprecated Endpoints Copy,2062793.665,1.0,9.0,10.0,1,3.780971937029430,19,,,,,
Todos Visual Indicators Android Copy,4322806.222,4.0,5.0,5.0,1,2.2806297056810400,19,,,,,
Goal Milestone: Accepted forms that was answered on the mobile app doesn't generate cards Copy Copy Copy,12981285.677,16.0,8.0,8.0,1,3.800136892539360,19,,,,,
Create New Script: Boards Page - Verify that user can open screenshots and activities of each subtask,7591066.248,8.0,100.0,100.0,1,1.998631074606430,7,,,,,
Create New Script: Verify if Filter Items work in Administrative Leave page,8123487.509,7.0,80.0,85.0,1,0.6570841889117040,7,,,,,
FE: Supervisor/Manager DAF: Implement the separation of DisciplinaryActionFormResource,2288506.869,3.0,5.0,5.0,1,0.5338809034907600,35,,,,,
BE: Supervisor/Manager DAF: Integrate the separation of DisciplinaryActionFormResource into List and Detail view,6489743.218000000,4.0,5.0,5.0,1,0.4024640657084190,35,,,,,
DAF Employment: Implement Disciplinary Action Form Filter,8713091.243,4.0,5.0,5.0,1,0.785763175906913,35,,,,,
DAF Employment: Implement the Disciplinary Action Form Search Bar,6937130.7810000000,4.0,5.0,5.0,1,0.785763175906913,35,,,,,
DAF Employment: Integrate the Disciplinary Action Form Search Bar,5721475.865,4.0,5.0,5.0,1,0.785763175906913,35,,,,,
DAF Employment: Integrate Pending count on DAF,6907974.228,4.0,5.0,5.0,1,0.785763175906913,35,,,,,
Supervisor/Executive DAF: Implement a resource to fetch Pending DAFs,6943067.27,3.0,5.0,5.0,1,0.5338809034907600,35,,,,,
Help Center: - Topics: Video overlaps navigation footer,1500000.0,2.0,80.0,100.0,1,0.8870636550308010,37,,,,,
Mobile Web Responsiveness - Sign Up Page: Cannot scroll to bottom page if user has small screen,8580000.0,5.0,100.0,100.0,1,5.429158110882960,1,,,,,
Scalema Landing Page: Adjust Below the Fold for Further Scrolling,8170289.153,6.0,100.0,100.0,1,2.2477754962354600,41,,,,,
Office Details Modal: Fix the close button on the modal,3304317.608,4.0,5.0,5.0,1,2.2477754962354600,41,,,,,
Employees - Information : Information and Schedule details are cut off in mobile view,2723739.937,1.0,100.0,100.0,1,1.9219712525667400,41,,,,,
Recruitment - Documents Review: Revoked executive was not removed as signatory,11640000.0,8.0,5.0,5.0,1,2.2477754962354600,27,,,,,
Your Tasks - Scheduled Task: Can mark as done and upload photo with no time spent,25262974.191,10.0,9.0,10.0,1,2.841889117043120,19,,,,,
Scalema - Trusted Partner: See more/less button in solution description is also responsive in job pricing table,7080000.0,4.0,5.0,5.0,1,0.31211498973306000,24,,,,,
Chats Improvements: Update chats fetching on ChatsPage to fetch all chats using the updated RecruitmentChatInquiryResource,11594084.715000000,8.0,5.0,5.0,1,0.5776865160848730,27,,,,,
Mobile Website Responsiveness: Unable to see profile dropdown icon,4142607.4340000000,4.0,5.0,5.0,1,2.91854893908282,41,,,,,
|Firebase || TimelogHomeFragment.onsuccessOpenTimelog|,27521839.47,16.0,10.0,10.0,1,3.780971937029430,19,,,,,
Forms - Generic Forms: Something went wrong with your response submission. Try again later error after submitting answers to a generic form,5500384.487000000,8.0,100.0,100.0,1,1.864476386036960,35,,,,,
201 Files: Reason State,2777229.527,1.0,100.0,100.0,1,1.9219712525667400,41,,,,,
HQZen: User is still on the board that is deleted,7523780.994,4.0,5.0,5.0,1,3.780971937029430,19,,,,,
Desktop - Cards - Comments: URLs should be Hyperlinked,12031033.173,4.0,5.0,5.0,1,2.2477754962354600,15,,,,,
Research Taking Screenshots When User Is Redirected To App Via Pop-Up (Backend),26035614.206,11.0,10.0,10.0,1,3.780971937029430,19,,,,,
Epic: Deprecate old IR Policy Offense fields,7993294.547,4.0,5.0,5.0,1,2.8501026694045200,45,,,,,
Manager/supervisor - Timelogs: Unable to download pdf attachment from submitted timelogs.,4620000.0,5.0,10.0,10.0,1,0.3586584531143050,45,,,,,
Platform Settings: Mobile Whitelist IP addresses removed after turning off the option,3883355.358,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Administration - Platform Settings: Remove 's' from the message banner on apps/websites configuration on employee configuration modal,3420000.0,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Administration - Platform Settings: Executives can save changes to a platform configuration while employee is timed in,10200000.0,5.0,10.0,10.0,1,1.2813141683778200,40,,,,,
Desktop App-Open Time logs: User's general time count continues when sync button is clicked after a cancelled open timelog issue,3660000.0,4.0,5.0,5.0,1,1.78507871321013,15,,,,,
Scalema - Trusted Partner: Text is observe in play button for solution video,120000.0,4.0,5.0,5.0,1,0.31211498973306000,24,,,,,
Card - Creation Modal: The AI suggested a tag that was not added to the selected board,3960000.0,3.0,100.0,100.0,1,2.2806297056810400,37,,,,,
Boards - Cards: Subtask count exceeded to its total subtask displayed,7020000.0,10.0,10.0,10.0,1,2.2642026009582500,37,,,,,
Feature Milestones - Filter: Searching for a name on the filter by Milestone lead tab does not fetch the logged in user,2636475.949,4.0,100.0,100.0,1,0.8870636550308010,37,,,,,
Forms - Archived Form: The Restore button is removed and the meatball icon is retained when going back to the Details Tab from the Recipients Tab,1754139.375,2.0,100.0,100.0,1,0.8870636550308010,37,,,,,
Overview v5: Page,6303481.376,15.0,100.0,100.0,1,5.429158110882960,41,,,,,
Overviews v5: Widgets,9605734.068,15.0,100.0,100.0,1,5.429158110882960,46,,,,,
Overview v5: Quick Actions,7551412.0540000000,15.0,100.0,100.0,1,5.429158110882960,41,,,,,
Scalema - Trusted Partner: Add indicator for the auto-filled fields in Draft Job Postings,4080000.0,4.0,5.0,5.0,1,2.2477754962354600,46,,,,,
Feature Milestones - Documents: Right clicking the Link of the Document should display a Context menu instead of Browser navigation menu.,4663341.508,8.0,100.0,100.0,1,1.864476386036960,37,,,,,
Milestones - Feature Milestones: Searching for a non-existing Milestone member name on the show acknowledged modal brings no empty state,2820000.0,5.0,80.0,80.0,1,1.2785763175906900,37,,,,,
Boards - Cards: Duplicate author in set up estimation modal,5734094.478,8.0,100.0,100.0,1,1.5003422313483900,37,,,,,
Forms - Archived Tab: Clicking the Forms Tab from the Archived Tab recipients page will redirect to a 404 page,6546465.697,6.0,100.0,100.0,1,1.864476386036960,37,,,,,
Navigation Rehaul v3 - Sidebar Two: Recruitment,13500000.0,16.0,100.0,100.0,1,2.108145106091720,46,,,,,
Employement - Timelogs: Clicking on Select a Task when filing Timelog Issue results to skeleton loading on Red Mulga Australia employee accounts,6007208.492,4.0,5.0,5.0,1,1.9219712525667400,40,,,,,
Timelog- Navigation bar is not working when it is in small screen or mobile view,5771830.766,5.0,10.0,10.0,1,0.1971252566735110,45,,,,,
Overview: Some widgets are not properly aligned,7321604.345,8.0,8.0,8.0,1,2.2477754962354600,45,,,,,
Employees - Previous years on task can be click and will give infinite loading,12627826.918000000,16.0,7.0,8.0,1,0.3258042436687200,40,,,,,
Format custom logs timestamp to human readable time,19018616.362,15.0,10.0,10.0,1,1.8453114305270400,19,,,,,
Accountabilities- Some words are not truncated on 100% screen display,8640000.0,6.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Forms - Edit Response: Answers in Multiple Choice and Dropdown isn't retained,1800000.0,1.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Employment - About: No proper spacing and Alignment for long text,6579355.9180000000,8.0,10.0,10.0,1,0.3586584531143050,45,,,,,
Administration - Department : Entering white spaces for department name when editing a department activates the save button,3900000.0,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Supervisor/Manager - Accountabilities : To Change the icons the same on the executive's end,5705565.49,6.0,10.0,10.0,1,0.3586584531143050,40,,,,,
Scheduled Task : Wrong empty state in changing the Department with no employees,8480899.631000000,3.0,10.0,10.0,1,1.2813141683778200,40,,,,,
Scheduled Tasks: The Start and End Times are not updated to match the selected Timezone,6480000.0,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Executive/Manager/Supervisor - Payroll Issues - Schedule Issues: The Comments counter update displays the total number of comments instead of the unread.,9300000.0,5.0,10.0,10.0,1,0.3586584531143050,45,,,,,
Boards: Infinite loading of screenshots in the card subtask details page where the assigned user is an org exec,6960000.0,10.0,10.0,10.0,1,2.2642026009582500,37,,,,,
Feature Milestones - Assessments: Estimators are not highlighted on people picker modal,7800000.0,8.0,100.0,100.0,1,1.2813141683778200,37,,,,,
Board Cards - Comments: URLs should be Hyperlinked,8462380.195,16.0,50.0,80.0,1,1.2785763175906900,37,,,,,
|Desktop To Dos and Tags || Implement Page Redirection (Retest)|,8220000.0,4.0,5.0,5.0,1,2.2477754962354600,15,,,,,
Ministry Message Blocks API: Create an API for updating Message Blocks,5082514.643,10.0,10.0,10.0,1,1.8069815195071900,19,,,,,
Ministry Message Blocks API: Create an API for creating Message Blocks,13260000.0,24.0,10.0,10.0,1,1.8069815195071900,19,,,,,
Ministry Message Blocks API: Create a Resource for fetching Message Blocks,14100000.0,5.0,10.0,10.0,1,1.8069815195071900,19,,,,,
|Firebase || DialogFactory.showTimeInOutErrorMsg|,26406223.763,16.0,9.0,9.0,1,2.841889117043120,19,,,,,
Desktop App: Task from closed milestones are visible on tracker,4500000.0,4.0,5.0,5.0,1,0.9911019849418210,15,,,,,
Personal Boards: Implementing the new design of editing the personal cards,21050018.947,15.0,10.0,10.0,1,3.780971937029430,19,,,,,
Recruitment Board Visibility: Alter existing job posting resource to store the allowed_users to access the specific job posting,8100000.0,8.0,5.0,5.0,1,0.35044490075290900,27,,,,,
Scalema Landing Page: Mobile Responsiveness on Landing Page,4271656.858,3.0,90.0,100.0,1,2.2477754962354600,41,,,,,
Redirect filling of timelog issue to webview,7747743.277,4.0,5.0,5.0,1,3.780971937029430,19,,,,,
Timelog- Viewing previous payroll period will redirect to access denied,4500000.0,12.0,100.0,100.0,1,2.2477754962354600,40,,,,,
Scalema - Trusted Partner: Permit hourly compensation under draft job postings,5299387.672,10.0,8.0,8.0,1,2.1820670773442800,24,,,,,
Add Device Name to Mobile Issue Reports,23090603.711,16.0,10.0,10.0,1,3.780971937029430,19,,,,,
Scalema - Trusted Partner : The deactivate button is non responsive,1671650.883,5.0,10.0,10.0,1,1.78507871321013,24,,,,,
Employment - 201 Files : Infinite loading upon clicking the 201 files page,3113699.213,4.0,5.0,5.0,1,1.730321697467490,40,,,,,
TEMPLATE - WorkforceBoard,12900000.0,4.0,5.0,5.0,1,2.108145106091720,41,,,,,
AutoDoc v1: Configure marketing app,1452253.062,4.0,5.0,5.0,1,2.8227241615332000,11,,,,,
AutoDoc v1: Configure ministry_new app,3921666.282,4.0,5.0,5.0,1,2.8227241615332000,11,,,,,
AutoDoc v1: Configure messaging app,3116584.791,4.0,5.0,5.0,1,0.5338809034907600,11,,,,,
AutoDoc v1: Configure timelogging app,3045023.781,4.0,5.0,5.0,1,0.785763175906913,11,,,,,
AutoDoc v1: Configure scalema_new app,13775513.331,4.0,5.0,5.0,1,0.5338809034907600,11,,,,,
AutoDoc v1: Configure hqzen app,21900000.0,4.0,5.0,5.0,1,0.785763175906913,11,,,,,
AutoDoc v1: Configure bpotube app,3386452.281,4.0,5.0,5.0,1,2.8227241615332000,11,,,,,
"Feature Milestone - Milestone Subtasks: Timed-in assignees will be tagged as ""No Task"" when someone edits the subtask.",6420000.0,20.0,10.0,10.0,1,2.2642026009582500,37,,,,,
Feature Milestone - Documents: Save button is enabled without any changes made,6741767.332,6.0,100.0,100.0,1,0.8870636550308010,37,,,,,
AutoDoc v1: Configure board app,11272872.187,4.0,5.0,5.0,1,0.785763175906913,11,,,,,
AutoDoc v1: Configure ai app,6848014.915,4.0,5.0,5.0,1,0.5749486652977410,11,,,,,
AutoDoc v1: Configure bposeats app,21899515.752,4.0,5.0,5.0,1,0.785763175906913,11,,,,,
DAF Employment: Redesign Details Page,8280700.442,4.0,5.0,5.0,1,0.4024640657084190,35,,,,,
DAF SME: Redesign Details Page,5538021.006,4.0,5.0,5.0,1,0.785763175906913,35,,,,,
Administration - Workforce - Employees: The schedule and workdays did not update when changing the new schedule,1210147.3970000000,4.0,5.0,5.0,1,1.5441478439425100,40,,,,,
"HQzenAdmin - Schedule Templates: ""Modify the wording of the schedule template labels",2646059.139,1.0,10.0,10.0,1,1.2813141683778200,40,,,,,
Manager/Supervisor - Employees: Summary of days displays incorrectly for 1 day,3579178.497,4.0,5.0,5.0,1,1.730321697467490,45,,,,,
Manager/Supervisor - Employees : File manager opens twice when adding an attachment for filing an administrative leave,2220000.0,1.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Desktop App - Task page: Task options and mark as done are active while offline,4192882.5260000000,4.0,5.0,5.0,1,2.2477754962354600,15,,,,,
HQZen Concerns - Optional information: Wrong Empty state upon searching for a non-existing location,4199186.021000000,3.0,100.0,100.0,1,1.5003422313483900,37,,,,,
HQZen: User is still on the board that is deleted (frontend),17692245.996000000,4.0,5.0,5.0,1,1.8453114305270400,21,,,,,
Boards - Cards: Unable to move cards to Done column with a Milestone,8820000.0,5.0,100.0,100.0,1,2.2806297056810400,37,,,,,
Employment: 201 Files and DAF sidebar menu displays for Internal TimeTracker Only Staff employment policy,3807455.6950000000,3.0,7.0,7.0,1,0.1971252566735110,45,,,,,
Timestamps populated doesn't correspond to badge count,25425224.212,16.0,9.0,9.0,1,2.841889117043120,19,,,,,
DAF Employment: Implement Print Preview,13745978.59,3.0,5.0,5.0,1,0.4024640657084190,35,,,,,
Employment - 201 files : Upload file button changes to change button upon adding input to the number field,5383482.090000000,12.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Desktop App: Remove the Upcoming Scheduled Task button,3180000.0,4.0,5.0,5.0,1,3.263518138261470,15,,,,,
|Desktop || Cleanup low activity follow up check|,2220000.0,4.0,5.0,5.0,1,2.2477754962354600,15,,,,,
Employment - Timelog: User can click date prior to employment,3180000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Schedule Tasks- No Empty State for Employees with no Scheduled Tasks,9900000.0,4.0,5.0,5.0,1,1.2813141683778200,45,,,,,
Employment - 201 Files : Long reasons for rejecting applicant requirements overlap the container,7920000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Overview - Activities: Add Unproductive Applications tab under Activities Page,9360000.0,10.0,10.0,10.0,1,2.2477754962354600,40,,,,,
Overview - Widgets: Empty state wording should be consistent,14973849.081,8.0,10.0,10.0,1,2.2477754962354600,40,,,,,
Scheduled Tasks: 'Require employee to take a photo' option sub-text typo/use of wrong word,4680000.0,9.0,9.0,9.0,1,0.3258042436687200,40,,,,,
Manager/Supervisor-Administrative leave: Disable File Administrative Leave button if an employee already has leave,6311688.769,10.0,8.0,8.0,1,0.3258042436687200,45,,,,,
Scalema - Trusted Partner: Video Thumbnail is shown in solution summary after cancelling,4111348.1260000000,4.0,10.0,10.0,1,2.1820670773442800,19,,,,,
Feature Milestones - Assessments: Subtasks of the cards are not displayed,7620000.0,8.0,100.0,100.0,1,1.864476386036960,37,,,,,
IR Analysis Report: The employees who answered the NTE did not show in the IR anlaysis report,24739729.332,26.0,5.0,7.0,1,0.3258042436687200,45,,,,,
Manager/Supervisor-Employees: Wrong employees are fetched in Nonsense Workforce,2555647.882,4.0,5.0,5.0,1,2.2669404517453800,45,,,,,
Ministry Message Blocks: Add X and Y coordinate fields in the MessageBlock Model,8891944.737,4.0,10.0,10.0,1,1.8069815195071900,19,,,,,
Supervisor/Manager-DAF-Filter: No Results Found is seen while page is Skeleton Loading,5215044.854000000,4.0,5.0,5.0,1,0.6187542778918550,35,,,,,
Overviews/Organization Optimization - Screenshots and Activities Optimization,16285328.25,20.0,10.0,10.0,1,2.2477754962354600,45,,,,,
Administrative Leave - Reinstatement Request Form (Retest Extension),28709861.071,13.0,10.0,10.0,1,3.780971937029430,19,,,,,
Employees: Export fields and Date overlap the modal in mobile view,6360000.0,4.0,5.0,5.0,1,1.1827515400410700,41,,,,,
|Reducing Hours,10256640.848,4.0,5.0,5.0,1,3.780971937029430,19,,,,,
Administrative Leave - Leave Information Alert & Modal(Dev Card),14622382.977,16.0,10.0,10.0,1,3.8193018480492800,19,,,,,
Employment - 201 Files : Cannot preview attached files,6360000.0,4.0,5.0,5.0,1,0.3586584531143050,45,,,,,
Scheduled Tasks: The appearance of the message displayed after changing the Timezone is not 1:1 with other messages,3967205.574,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
IR Analysis Report - View Incident Report button to redirect user to the IRs page,11640000.0,16.0,10.0,10.0,1,2.2477754962354600,45,,,,,
Fix TODOs in mobile backend - HQZEN,12983879.826,8.0,8.0,10.0,1,3.780971937029430,19,,,,,
Scheduled Tasks : Search bar is not functioning,4860000.0,6.0,10.0,10.0,1,2.2477754962354600,40,,,,,
Employment-201 Files: Downloaded attachments shows undefined texts,5280000.0,8.0,8.0,8.0,1,2.2477754962354600,45,,,,,
Employment - 201 Files : Files with long file names are not truncated,9961186.813000000,9.0,10.0,10.0,1,2.2477754962354600,45,,,,,
HQZen Landing Page- URL changes from Develop to Prod Environment when clicking Upscale my Team,3660000.0,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Set Custom Logs Export to Match User Selected Day,20184690.691,15.0,10.0,10.0,1,3.780971937029430,19,,,,,
Employment - 201 Files: Cannot upload 201 files,15780000.0,15.0,10.0,10.0,1,0.3586584531143050,45,,,,,
Help Manager - Add Topic: Text styling tools has no highlight and indicator,8021662.6450000000,18.0,90.0,100.0,1,0.30116358658453100,37,,,,,
Allow uploading of multiple attachments at once for scheduled tasks,23437906.607,16.0,9.0,10.0,1,2.841889117043120,19,,,,,
Improve sign in and sign up implementation,18642875.038,16.0,10.0,10.0,1,1.8453114305270400,19,,,,,
[File Organization] API Phase: src/board/api_sileo/personal_board.py,4200000.0,15.0,80.0,90.0,1,0.8870636550308010,37,,,,,
[File Organization] API Phase: src/board/api_sileo/main_board.py,8956670.321,14.0,100.0,100.0,1,1.2813141683778200,37,,,,,
[File Organization] API Phase: src/board/api_sileo/ticket_board.py,3302256.369,15.0,90.0,100.0,1,0.30116358658453100,37,,,,,
[File Organization] - Model Phase: src/board/models/personal_board.py,7500000.0,12.0,10.0,10.0,1,2.2642026009582500,37,,,,,
[File Organization] - Model Phase: src/board/models/main_board.py,13383730.776,12.0,10.0,10.0,1,2.2642026009582500,37,,,,,
[File Organization] API Phase: src/board/api_sileo/base_resources.py,3699156.645,15.0,80.0,90.0,1,0.8870636550308010,37,,,,,
[File Organization] API Phase: src/board/api_sileo/resolvers.py,8074129.489,12.0,10.0,10.0,1,2.2642026009582500,37,,,,,
[File Organization] Forms Phase: src/board/forms/personal_board.py,12032995.009,20.0,10.0,10.0,1,2.2642026009582500,37,,,,,
[File Organization] Forms Phase: src/board/forms/main_board.py,7920000.0,20.0,10.0,10.0,1,2.2642026009582500,37,,,,,
[File Organization] Forms Phase: src/board/forms/ticket_board.py,5275973.596,5.0,100.0,100.0,1,1.5003422313483900,37,,,,,
[File Organization] Models Phase: src/board/models/ticket_board.py,5880000.0,4.0,5.0,5.0,1,0.2737850787132100,37,,,,,
HQZen Administration - Executive - Employees - 201 File - Movements: inaacurate PCN value,7824360.358,8.0,10.0,10.0,1,0.3586584531143050,45,,,,,
[File Organization] - Signals Phase: src/board/signals/personal_board,4651337.773,8.0,100.0,100.0,1,1.864476386036960,37,,,,,
[File Organization] - Signals Phase: src/board/signals/main_board,10824488.565,12.0,10.0,10.0,1,2.2642026009582500,37,,,,,
[File Organization] - Signals Phase: src/board/signals/ticket_board,3780000.0,15.0,80.0,75.0,1,0.2737850787132100,37,,,,,
Create New Script: Verify if the Employee can view Leave Details in Personal Board,5884007.361,6.0,100.0,100.0,1,2.0150581793292300,7,,,,,
Forms - Authored Forms: There's no dynamic pagination adjustment when the user archives an Authored Form/s,10598057.46,10.0,10.0,10.0,1,2.2642026009582500,37,,,,,
Desktop App: Edit Job Description title to Job Position,2222060.517,4.0,5.0,5.0,1,1.78507871321013,15,,,,,
Desktop App - Offline: Display tracker only if timed in when disconnected to a network,5880000.0,4.0,5.0,5.0,1,2.2477754962354600,15,,,,,
[Retest] Boards: Archiving cards redirects to a 404 page with Broken Link,7920000.0,10.0,10.0,10.0,1,2.2642026009582500,37,,,,,
Board Card Enhancements (Todos Feature),13740000.0,16.0,100.0,100.0,1,2.108145106091720,41,,,,,
[Retest] - Board - Card Creation: Cancel button of the confirmation modal for card name duplication has the function to close the card creation modal,10260000.0,10.0,10.0,10.0,1,2.2642026009582500,37,,,,,
Implement Formatting in Setup Form Description,8460000.0,4.0,5.0,5.0,1,1.1827515400410700,41,,,,,
Test Scripts Deprecation: Administration > Staff Page,16844441.065000000,12.0,100.0,100.0,1,1.998631074606430,7,,,,,
Mobile web Responsiveness - Landing page - currency picker: currency only shows PHP and USD,2220000.0,1.0,100.0,100.0,1,1.9219712525667400,41,,,,,
Scalema Landing Page: Add Keywords,2180094.751,4.0,5.0,5.0,1,2.631074606433950,19,,,,,
Log in : Does not let you log in after logging out right away,4534336.51,4.0,5.0,5.0,1,1.864476386036960,40,,,,,
Platform Settings: Unable to make changes on any platforms on Utility - Cebu,9008319.812000000,6.0,100.0,100.0,1,2.2477754962354600,1,,,,,
Scalema Landing Page: Add Keywords (2),7080000.0,3.0,100.0,100.0,1,2.2477754962354600,41,,,,,
HQZen Signup: Users can access any page in creating an account by changing the stage_pk,15840745.291,6.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Desktop App - Scheduled Task: Unable to mark task as done,2704324.2100000000,4.0,5.0,5.0,1,4.413415468856950,15,,,,,
Timelogs: Users's tasks will reflect as no task in the timelogs,12078901.533,6.0,8.0,8.0,1,2.841889117043120,19,,,,,
Fix Failing Scripts: Time and Money Pipeline Issues,8456371.311,8.0,100.0,100.0,1,1.1937029431896000,1,,,,,
Scalema: Solution Submission Documents,14760733.094000000,12.0,100.0,100.0,1,2.2477754962354600,19,,,,,
Mobile: Administrative Leave - Reinstatement Request Details(Dev Card),17424653.289,16.0,10.0,10.0,1,1.8453114305270400,19,,,,,
Admin - Workforce : Deleting a workforce executive returns a wrong confirmation message,2528316.3560000000,1.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Templates: Changing Tab_name to non-existent will not redirect to a 404 page,7980000.0,15.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Overview: View Screenshots button redirects to page 403/Access denied,7260000.0,4.0,8.0,8.0,1,2.2477754962354600,45,,,,,
[Retest] - Ticket Tracker: Can Save an Empty message,3889444.66,4.0,5.0,5.0,1,1.5003422313483900,37,,,,,
|Executive/Manager/Supervisor: Missing counts for pending actions in payroll issues,8160000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Manager - Overtime Requests: A manager that is not an executive can access all departments under the workforce,7832259.349000000,15.0,6.0,9.0,1,0.3258042436687200,40,,,,,
Administration-Workforce Executives: Canceling an Executive Invite redirects to 404 page,3865160.126,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Administration - Workforce : Double error message on creation,3325833.773,4.0,5.0,5.0,1,1.730321697467490,40,,,,,
BoardsAI: Zenbot - Create API for suggesting description,922098.4520000000,4.0,10.0,10.0,1,0.5749486652977410,21,,,,,
BoardsAI: Zenbot - Create API for suggesting Title,8418587.530000000,4.0,5.0,5.0,1,2.113620807665980,21,,,,,
Employment- Timelog - Tasks: Add a processing indicator under the Task List.,9347384.543,14.0,100.0,100.0,1,2.2477754962354600,45,,,,,
BoardsAI: Zenbot - Display content in card preview,8543493.267000000,24.0,100.0,100.0,1,2.2806297056810400,21,,,,,
|Recruitment: Create Job Posting - Monthly salary rate is capped at 10,12126496.745000000,8.0,5.0,5.0,1,2.2477754962354600,27,,,,,
Administration - Workforce - Employees - Details - Timelogs - Tasks Leave Indicator does not show on the right date the leave was filed for on both employee and org executive's account,2942641.108,1.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Scalema: Handle Old Queries,4108447.5650000000,4.0,10.0,10.0,1,1.8069815195071900,19,,,,,
HQZen Manager - Employees: Inconsistent Filter Employees,3007331.193,3.0,10.0,10.0,1,1.2813141683778200,45,,,,,
Feature Milestone Enhancements Fix,13841016.654,12.0,100.0,100.0,1,5.429158110882960,1,,,,,
Employment-201 Files hotfix,9360000.0,12.0,100.0,100.0,1,2.2477754962354600,45,,,,,
Manager/Supervisor-Administrative leave: Employee search filter not working as expected,5940000.0,6.0,10.0,10.0,1,2.2477754962354600,45,,,,,
Feature Milestones - Card Requests: Approve button has no functionality,3675393.185,4.0,100.0,100.0,1,1.864476386036960,37,,,,,
Add Board Description,1190744.762,4.0,5.0,5.0,1,1.9219712525667400,41,,,,,
Fix Failing Scripts: Boards Milestones Pipeline (U Sprint Develop Testing),4553553.028,4.0,5.0,5.0,1,2.0150581793292300,1,,,,,
Administration- Platform Settings: Save button is inactive when only adding members to a template.,6720000.0,8.0,10.0,10.0,1,0.3586584531143050,40,,,,,
Employment-Overtime Request: Overtime Requests from different employees are seen from Rank and File Account,4080000.0,4.0,5.0,5.0,1,1.7796030116358700,35,,,,,
Boards - Cards: User can not remove autocomplete card tags generated by boardsAI,7092872.22,6.0,100.0,100.0,1,1.5003422313483900,37,,,,,
Chats Improvements: Update the creation of initial offer negotiation to create a message instance,17520000.0,8.0,5.0,5.0,1,0.6187542778918550,27,,,,,
Boards: Card with milestone Due date is not editable,10453466.860000000,5.0,90.0,90.0,1,0.8870636550308010,37,,,,,
Task Filter & Sort(Dev Card),21468175.749,16.0,10.0,10.0,1,3.780971937029430,19,,,,,
"Incomplete Query Email: The ""Complete Query"" link redirects to a wrong platform",5280000.0,4.0,5.0,5.0,1,2.1820670773442800,19,,,,,
Administration - Requests Page: The count on the tabs in the Requests Section displays the number of all statuses of the requests,11160000.0,4.0,5.0,5.0,1,2.2477754962354600,45,,,,,
Feature Milestone - Documents: Nonparticipants cannot successfully add a document,5287320.475000000,4.0,5.0,5.0,1,1.864476386036960,37,,,,,
Fix Failing Scripts: HQZen_Admin_2 pipeline (U Sprint Develop Testing),11275610.831,6.0,90.0,85.0,1,0.6570841889117040,7,,,,,
Your Tasks - Time in: Screenshot Permission when declined crashes the application,21020869.513,16.0,10.0,10.0,1,3.780971937029430,19,,,,,
Ticket Card - Forwarding: There's a Modal flicker in the success modal in forwarding a ticket with atttachments,5523754.931000000,8.0,100.0,100.0,1,1.5003422313483900,35,,,,,
Verify if the Manager/Supervisor can view Employee's Administrative Leave Details through Overviews page,3285537.6040000000,7.0,80.0,89.0,1,0.6570841889117040,1,,,,,
Boards: Infinite API call in fetching boards from the sidebar,3130314.9790000000,4.0,5.0,5.0,1,4.91170431211499,37,,,,,
Administration - Invite Workforce Executives : Cannot invite new workforce executive,5045287.0030000000,4.0,5.0,5.0,1,2.2477754962354600,40,,,,,
Fix Failing Scripts: HR/Policy pipeline (U Sprint Develop Testing),762675.838,4.0,5.0,5.0,1,1.2813141683778200,7,,,,,
Intermittent Unresponsive Task Click,8607412.792,4.0,8.0,8.0,1,2.841889117043120,19,,,,,
|Your Task: Marking the scheduled task as done,11220000.0,10.0,8.0,8.0,1,3.800136892539360,19,,,,,
Create New Script: Verify that the user can view the summary of responses,4477172.154,6.0,80.0,85.0,1,0.6570841889117040,7,,,,,
Scheduled Task: Allow uploading of multiple attachments at once,27543942.689,16.0,9.0,10.0,1,2.841889117043120,19,,,,,
